Periodo_numero,Código institución_numero,Nombre institución_numero,Tipo institución I_numero,Tipo institución II_numero,Tipo institución III_numero,Total Mujeres_numero,Total Hombres_numero,Total General_numero,Promedio Edad Mujeres,Promedio Edad Hombres,Promedio Edad por institución,Menos de 35_numero,Entre 35 y 44_numero,Entre 45 y 54_numero,Entre 55 64,Entre 65 y mas_numero,Sin información_numero,N° acádemicos por rango de edad - Mujeres,Menos de 35_numero,Entre 35 y 44_numero,Entre 45 y 54_numero,Entre 55 y 64_numero,Entre 65 y más,Sin información_numero,N° académicos por rango de edad - Hombres,En 1 institución_numero,En 2 instituciones_numero,En 3 o más instituciones,Doctor_numero,Magister_numero,Especialidad médica u odontológica,Título Profesional_numero,Licenciatura_numero,Técnico de Nivel Superior_numero,Técnico de Nivel Medio_numero,Licencia de Enseñanza Media_numero,Sin Título ni grado académico,Sin información_numero,N° de académicos por nivel de formación,Región de Arica y Parinacota_numero,Región de Tarapacá,Región de Antofagasta_numero,Región de Atacáma,Región de Coquimbo_numero,Región de Valparaíso_numero,Región Metropolitana_numero,Región de O'Higgins_numero,Región del Maule_numero,Región del Ñuble_numero,Región del Bíobío,Región de la Araucanía_numero,Región de los Ríos_numero,Región de los Lagos_numero,Región de Aysén_numero,Región de Magallanes y la Antártica,Sin información_numero,Chileno_numero,Extranjero_numero,Promedio general de la institución,Promedio de la institución Mujeres ,Promedio de la institución Hombres,Menos de 11_numero,Entre 11 y menos de 23_numero,Entre 23 y menos de 39_numero,Entre 39 y más_numero,Sin información_numero,anho_numero,id,Periodo_jce,Código institución_jce,Nombre institución_jce,Tipo institución I_jce,Tipo institución II_jce,Tipo institución III_jce,Total Mujeres_jce,Total Hombres_jce,Total General_jce,Promedio de Edad Mujer,Promedio de Edad Hombre,Promedio de Edad por Institución,Menos de 35_jce,Entre 35 y 44_jce,Entre 45 y 54_jce,Entre 55 y 64_jce,Entre 65 y mas_jce,Sin información_jce,N° JCE por rango edad mujer,Menos de 35_jce,Entre 35 y 44_jce,Entre 45 y 54_jce,Entre 55 y 64_jce,Entre 65 y mas_jce,Sin información_jce,N° JCE por rango edad hombre,En 1 institución_jce,En 2 instituciones_jce,En 3 o mas instituciones,Doctor_jce,Magister_jce,Esp. Med./Odontológica,Título Profesional_jce,Licenciatura_jce,Técnico de Nivel Superior_jce,Técnico de Nivel Medio_jce,Licencia de Enseñanza Media_jce,Sin Título ni Grado,Sin información_jce,N° de JCE por nivel de formación,Región de Arica y Parinacota_jce,Región  de Tarapacá,Región de Antofagasta_jce,Región de Atacama,Región de Coquimbo_jce,Región de Valparaíso_jce,Región Metropolitana_jce,Región de O'Higgins_jce,Región del Maule_jce,Región del Ñuble_jce,Región del Biobío,Región de la Araucanía_jce,Región de los Ríos_jce,Región de los Lagos_jce,Región de Aysén_jce,Región de Magallanes y la Artártica,Sin información_jce,Chileno_jce,Extranjero_jce,Menos de 11_jce,Entre 11 y menos de 23_jce,Entre 23 y menos de 39_jce,Entre 39 y más_jce,anho_jce,Año,Corr,RK,Institution,int_rec,universidad,cod_inst,*Level*,*Sector*,*Country*,*World Region*,*Region*,*Output*,*Excellence with Leadership*,*Normalized Impact*,*Normalized Impact Leadership*,*Scientific Talent Pool*,*Scientific Leadership*,*International Collaboration*,*High Quality Publications*,*Excellence*,*Innovative Knowledge*,*Technological Impact*,*Patents*,*Open Access*,*Not Own Journals*,*Own Journals*,*PlumX*,*Mendeley*
PAC_2021,87,UNIVERSIDAD DE CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,738,1130,1868,49,52,50,53,246,224,151,64,,738,73,321,292,232,212,,1130,1734,116,18,894,485,261,216,12,,,,,,1868,,,,,,,,,,156,1712,,,,,,,1732,136,"35,0","34,7","35,2",22,529,146,1171,,2021,2021-87,PAC_2021,87,UNIVERSIDAD DE CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"582,1","903,1","1.485,2","48,5","51,2","50,2","35,6","192,4","189,4","124,5","40,1",,"582,1","51,5","265,3","249,2","186,4","150,8",,"903,1","1.408,5","66,8","10,0","834,3","379,3","104,8","156,1","10,7",,,,,,"1.485,2",,,,,,,,,,"143,1","1.342,2",,,,,,,"1.362,0","123,2","3,6","202,2","108,8","1.170,6",2021,2021,68,68,"
Universidad de Concepcion ",Universidad de Concepcion,1,87,0,Higher educ.,CHL,Latin America,Biobío,6506,261,"1,01","0,76",4422,3503,3733,3276,739,86,"1,39",139,"55,26",6253,9,2308,6171
PAC_2021,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,339,1209,1548,44,47,46,74,119,79,45,22,,339,232,380,247,194,156,,1209,1225,235,88,408,605,,443,55,28,3,3,,3,1548,,,,,,910,452,,,,186,,,,,,,1452,96,"21,0","18,7","21,6",717,311,21,499,,2021,2021-88,PAC_2021,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"143,9","593,7","737,6","44,9","48,2","47,5","24,7","58,0","34,4","18,0","8,9",,"143,9","75,2","193,1","152,2","95,3","77,8",,"593,7","648,8","66,7","22,1","326,8","242,0",,"139,6","16,9","9,8","1,3","0,7",,"0,5","737,6",,,,,,"472,7","183,3",,,,"81,6",,,,,,,"672,9","64,6","84,8","110,7","13,7","528,4",2021,2021,147,147,"
Universidad Tecnica Federico Santa Maria ",Universidad Tecnica Federico Santa Maria,1,88,0,Higher educ.,CHL,Latin America,Valparaíso,3406,162,"1,54","0,98",1350,1454,2446,1825,747,75,"2,25",70,"56,52",3406,0,1221,3192
PAC_2021,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,581,888,1469,44,46,45,149,174,143,83,32,,581,187,275,209,123,94,,888,1178,221,70,544,528,1,354,39,3,,,,,1469,,,,,,1469,,,,,,,,,,,,1379,90,"19,9","18,2","21,1",815,63,15,576,,2021,2021-89,PAC_2021,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"240,6","425,0","665,5","46,8","47,4","47,2","21,2","88,1","75,2","46,2","9,8",,"240,6","34,8","149,4","147,3","69,3","24,2",,"425,0","579,1","70,5","15,8","435,1","155,4","0,1","69,8","5,1","0,1",,,,,"665,5",,,,,,"665,5",,,,,,,,,,,,"601,4","64,2","49,2","31,5","8,9","576,0",2021,2021,131,131,"
Pontificia Universidad Catolica de Valparaiso ",Pontificia Universidad Catolica de Valparaiso,1,89,0,Higher educ.,CHL,Latin America,Valparaíso,3750,196,"0,91","0,78",1956,2169,2047,1403,389,49,"1,41",17,"56,05",3645,6,1238,3473
PAC_2021,90,UNIVERSIDAD AUSTRAL DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,434,669,1103,45,47,46,49,191,124,59,11,,434,50,256,219,111,33,,669,1053,46,4,528,317,123,128,7,,,,,,1103,,,,,,,,,,,,,915,165,23,,,1012,91,"38,4","37,7","38,9",1,188,69,845,,2021,2021-90,PAC_2021,90,UNIVERSIDAD AUSTRAL DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"371,9","591,6","963,5","44,6","46,7","45,9","44,8","160,3","111,1","49,0","6,6",,"371,9","43,4","231,1","194,8","94,0","28,3",,"591,6","922,0","38,2","3,3","515,5","283,0","47,5","111,6","5,9",,,,,,"963,5",,,,,,,,,,,,,"801,5","143,8","18,2",,,"877,5","86,0","0,1","69,5","49,1","844,8",2021,2021,152,152,"
Universidad Austral de Chile ",Universidad Austral de Chile,1,90,0,Higher educ.,CHL,Latin America,Los Ríos,3290,126,"0,97","0,78",2115,1761,1996,1665,345,43,"1,37",15,"59,57",3137,7,1477,3117
PAC_2021,91,UNIVERSIDAD CATOLICA DEL NORTE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,465,674,1139,42,46,44,166,124,98,57,20,,465,164,174,149,113,74,,674,1012,93,34,268,261,58,425,121,,,,,6,1139,,,665,,474,,,,,,,,,,,,,1049,90,"21,7","20,1","22,9",526,159,26,428,,2021,2021-91,PAC_2021,91,UNIVERSIDAD CATOLICA DEL NORTE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"212,2","350,2","562,4","45,0","48,2","47,0","47,1","61,9","57,9","31,9","13,4",,"212,2","56,0","92,8","88,3","70,5","42,5",,"350,2","524,6","30,8","7,0","233,8","150,6","23,8","120,0","33,5",,,,,"0,6","562,4",,,"332,4",,"230,0",,,,,,,,,,,,,"506,4","56,0","58,3","62,5","16,9","424,7",2021,2021,228,228,"
Universidad Catolica del Norte",Universidad Catolica del Norte,1,91,0,Higher educ.,CHL,Latin America,Antofagasta,2108,82,"0,97","0,82",1133,1052,1347,1048,226,12,"0,61",12,"55,46",2071,2,719,2028
PAC_2021,92,UNIVERSIDAD CATOLICA DEL MAULE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,547,624,1171,43,44,43,145,198,110,76,18,,547,152,203,153,88,28,,624,1004,132,35,265,303,96,479,27,1,,,,,1171,,,,,,,,,1171,,,,,,,,,1057,114,"20,0","19,3","20,6",586,168,42,375,,2021,2021-92,PAC_2021,92,UNIVERSIDAD CATOLICA DEL MAULE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"239,5","291,8","531,4","44,2","45,3","44,8","40,2","93,7","61,1","40,4","4,2",,"239,5","43,0","99,9","87,5","56,2","5,3",,"291,8","490,4","32,8","8,2","229,1","178,5","33,7","84,5","5,3","0,1",,,,,"531,4",,,,,,,,,"531,4",,,,,,,,,"471,0","60,4","58,7","57,3","29,3","386,2",2021,2021,529,529,"
Universidad Catolica del Maule",Universidad Catolica del Maule,1,92,0,Higher educ.,CHL,Latin America,Maule,883,19,"0,85","0,47",638,486,465,236,68,12,"1,52",10,"64,89",883,0,279,828
PAC_2021,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,668,888,1556,43,44,44,189,192,178,85,24,,668,199,274,239,124,52,,888,1205,245,106,247,510,111,605,69,13,,1,,,1556,,,,,,,,,,85,1471,,,,,,,1496,60,"17,3","17,0","17,5",790,361,61,344,,2021,2021-93,PAC_2021,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"257,8","352,5","610,3","45,8","46,6","46,3","42,3","73,0","84,3","47,8","10,5",,"257,8","42,5","119,0","107,4","61,0","22,5",,"352,5","514,2","73,1","23,0","201,5","203,0","36,7","149,3","16,9","2,3",,"0,8",,,"610,3",,,,,,,,,,"20,0","590,4",,,,,,,"580,3","30,0","88,0","126,8","40,9","354,7",2021,2021,487,487,"
Universidad Catolica de la Santisima Concepcion",Universidad Catolica de la Santisima Concepcion,1,93,0,Higher educ.,CHL,Latin America,Biobío,967,44,"1,08","0,9",521,450,538,378,107,10,"1,16",9,"52,12",967,0,349,903
PAC_2021,94,UNIVERSIDAD CATOLICA DE TEMUCO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,461,512,973,43,44,44,117,156,119,54,15,,461,110,172,136,66,28,,512,776,154,43,221,406,,300,35,4,,,,7,973,,,,,,,,,,,,973,,,,,,895,78,"25,3","24,3","26,2",229,358,15,371,,2021,2021-94,PAC_2021,94,UNIVERSIDAD CATOLICA DE TEMUCO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"254,3","305,1","559,4","44,1","45,8","45,1","47,7","87,7","76,3","34,2","8,4",,"254,3","47,3","104,5","91,2","43,6","18,6",,"305,1","482,2","61,3","15,9","189,8","217,3",,"127,0","21,6","1,6",,,,"2,0","559,4",,,,,,,,,,,,"559,4",,,,,,"507,0","52,4","38,0","140,5","10,0","371,0",2021,2021,482,482,"
Universidad Catolica de Temuco",Universidad Catolica de Temuco,1,94,0,Higher educ.,CHL,Latin America,La Araucanía,988,22,"0,7","0,53",652,579,437,246,69,7,"0,76",11,"60,22",988,0,228,911
PAC_2021,895,UNIVERSIDAD DE O'HIGGINS,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,299,277,576,39,39,39,90,164,33,8,4,,299,98,119,38,12,10,,,438,112,26,132,177,64,175,27,1,,,,,576,,,,,,,,576,,,,,,,,,,532,44,"15,4","14,5","16,4",352,85,25,114,,2021,2021-895,PAC_2021,895,UNIVERSIDAD DE O'HIGGINS,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"98,8","103,3","202,0","38,6","38,8","38,7","25,1","63,7","7,0","2,3","0,7",,"98,8","31,7","56,2","10,9","2,1","2,3",,,"171,7","26,2","4,1","94,0","48,4","6,6","47,1","5,7","0,1",,,,,"202,0",,,,,,,,"202,0",,,,,,,,,,"183,9","18,1","40,1","31,0","16,4","114,6",2021,2021,1609,1609,"
Universidad de O'Higgins",Universidad de O'Higgins,1,895,0,Higher educ.,CHL,Latin America,Libertador General Bernardo O'Higgins,153,7,"0,91","0,98",69,57,119,87,21,0,0,0,"60,13",153,0,56,148
PAC_2021,896,UNIVERSIDAD DE AYSEN,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,52,69,121,40,40,40,17,17,14,3,1,,52,17,36,11,4,1,,,98,18,5,41,26,1,45,8,,,,,,121,,,,,,,,,,,,,,,121,,,117,4,"19,5","18,2","20,5",68,6,1,46,,2021,2021-896,PAC_2021,896,UNIVERSIDAD DE AYSEN,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"21,5","32,2","53,7","40,3","40,9","40,6","6,3","9,9","3,7","1,1","0,5",,"21,5","4,3","21,3","4,5","1,2","1,0",,,"48,2","5,2","0,4","28,1","12,2","0,0","11,9","1,4",,,,,,"53,7",,,,,,,,,,,,,,,"53,7",,,"50,6","3,1","4,6","2,3","0,8","46,0",2021,2021,3061,3061,"
Universidad de Aysen",Universidad de Aysen,1,896,0,Higher educ.,CHL,Latin America,Aysén del General Carlos Ibáñez del Campo,32,0,"1,53","0,83",16,5,26,24,8,0,0,0,75,32,0,19,31
PAC_2020,1,UNIVERSIDAD GABRIELA MISTRAL,Universidades,Universidades Privadas,Universidades Privadas,92,113,205,46,45,45,20,23,29,14,6,,92,26,34,24,19,10,,,122,46,37,9,104,1,82,8,1,,,,,205,,,,,,,205,,,,,,,,,,,202,3,"8,9","11,8","6,6",174,,1,30,,2020,2020-1,PAC_2020,1,UNIVERSIDAD GABRIELA MISTRAL,Universidades,Universidades Privadas,Universidades Privadas,"24,6","16,9","41,4","42,5","47,4","44,5","6,8","8,0","5,5","3,9","0,4",,"24,6","2,8","4,8","5,4","2,2","1,7",,,"29,7","8,4","3,3","2,5","20,4","0,1","16,0","2,4","0,1",,,,,"41,4",,,,,,,"41,4",,,,,,,,,,,"40,3","1,1","10,2",,"0,5","30,7",2020,2020,2669,2669,"
Universidad Gabriela Mistral",Universidad Gabriela Mistral,1,1,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,43,0,"0,63","0,64",35,21,8,5,2,0,0,0,"74,42",43,0,11,43
PAC_2020,2,UNIVERSIDAD FINIS TERRAE,Universidades,Universidades Privadas,Universidades Privadas,625,744,1369,43,45,44,146,253,126,75,25,,625,152,241,200,97,54,,,966,296,107,145,587,230,340,57,5,,,,5,1369,,,,,,,1369,,,,,,,,,,,1291,78,"15,3","15,8","14,8",779,169,265,156,,2020,2020-2,PAC_2020,2,UNIVERSIDAD FINIS TERRAE,Universidades,Universidades Privadas,Universidades Privadas,"224,8","249,8","474,6","43,2","45,9","44,6","41,7","99,5","49,6","24,6","9,4",,"224,8","41,5","80,1","78,2","33,5","16,4",,,"370,8","82,5","21,3","66,4","208,5","63,7","110,2","19,9","2,1",,,,"3,8","474,6",,,,,,,"474,6",,,,,,,,,,,"448,8","25,8","89,0","54,2","160,5","170,8",2020,2020,943,943,"
Universidad Finis Terrae",Universidad Finis Terrae,1,2,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,385,13,"0,82","0,64",242,203,143,103,37,2,"0,57",0,"53,25",385,0,133,355
PAC_2020,3,UNIVERSIDAD DIEGO PORTALES,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,906,1078,1984,43,45,44,217,328,205,121,35,,906,205,378,261,146,88,,,1368,481,135,351,766,225,564,47,10,4,,,17,1984,,,,,,,1984,,,,,,,,,,,1855,129,"16,6","16,5","16,7",919,592,139,334,,2020,2020-3,PAC_2020,3,UNIVERSIDAD DIEGO PORTALES,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"339,8","408,6","748,4","44,6","46,4","45,6","63,1","130,5","76,8","56,2","13,2",,"339,8","54,2","153,6","109,4","54,4","37,0",,,"546,1","161,7","40,6","209,3","296,9","60,5","158,7","17,6","2,1","0,6",,,"2,7","748,4",,,,,,,"748,4",,,,,,,,,,,"682,9","65,5","100,6","214,7","97,3","335,7",2020,2020,218,218,"
Universidad Diego Portales",Universidad Diego Portales,1,3,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,2081,104,"1,71","0,97",781,987,1193,979,362,11,"0,61",0,"61,8",2057,2,818,1923
PAC_2020,4,UNIVERSIDAD CENTRAL DE CHILE,Universidades,Universidades Privadas,Universidades Privadas,482,646,1128,44,47,46,102,174,113,61,32,,482,101,202,181,96,66,,,681,311,136,161,609,,334,22,2,,,,,1128,,,,,208,,920,,,,,,,,,,,1098,30,"18,9","19,4","18,6",534,266,41,287,,2020,2020-4,PAC_2020,4,UNIVERSIDAD CENTRAL DE CHILE,Universidades,Universidades Privadas,Universidades Privadas,"213,0","272,6","485,6","45,1","47,7","46,6","39,1","79,3","46,0","31,1","17,5",,"213,0","35,9","84,1","82,3","42,1","28,1",,,"329,9","113,9","41,8","93,7","272,9",,"113,3","5,0","0,7",,,,,"485,6",,,,,"76,1",,"409,5",,,,,,,,,,,"473,2","12,4","66,9","97,8","29,6","291,2",2020,2020,929,929,"
Universidad Central de Chile",Universidad Central de Chile,1,4,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,391,9,"0,72","0,57",172,162,227,110,34,5,"1,36",0,"41,18",391,0,109,366
PAC_2020,10,UNIVERSIDAD MAYOR,Universidades,Universidades Privadas,Universidades Privadas,1003,1242,2245,44,46,45,203,377,252,114,57,,1003,241,402,304,173,122,,,1616,462,167,303,913,196,753,59,3,,,,18,2245,,,,,,,1836,,,,,409,,,,,,2140,105,"19,0","21,0","17,3",1147,389,121,588,,2020,2020-10,PAC_2020,10,UNIVERSIDAD MAYOR,Universidades,Universidades Privadas,Universidades Privadas,"478,6","489,1","967,7","44,1","45,2","44,7","81,8","193,7","131,9","47,0","24,2",,"478,6","95,6","175,4","113,4","61,9","42,9",,,"791,5","138,7","37,5","230,4","433,0","33,1","243,6","23,4","1,1",,,,"3,1","967,7",,,,,,,"785,4",,,,,"182,3",,,,,,"907,2","60,5","118,2","161,9","83,3","604,3",2020,2020,576,576,"
Universidad Mayor ",Universidad Mayor,1,10,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,742,31,"1,11","0,86",598,319,432,355,90,25,"3,5",2,"67,12",742,0,403,723
PAC_2020,11,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,Universidades,Universidades Privadas,Universidades Privadas,190,254,444,45,47,46,21,89,42,23,15,,190,30,86,78,37,23,,,271,125,48,98,185,,63,96,2,,,,,444,,,,,,,444,,,,,,,,,,,425,19,"17,4","17,0","17,6",229,78,49,88,,2020,2020-11,PAC_2020,11,UNIVERSIDAD ACADEMIA DE HUMANISMO CRISTIANO,Universidades,Universidades Privadas,Universidades Privadas,"73,5","101,7","175,2","45,7","47,7","46,9","7,4","33,8","18,3","8,1","6,0",,"73,5","12,5","31,3","28,5","19,6","9,7",,,"118,7","43,6","12,9","53,3","67,1",,"20,4","33,8","0,5",,,,,"175,2",,,,,,,"175,2",,,,,,,,,,,"164,7","10,5","25,5","28,9","34,0","86,8",2020,2020,1696,1696,"
Universidad Academia de Humanismo Cristiano",Universidad Academia de Humanismo Cristiano,1,11,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,127,4,"0,51","0,47",98,94,36,23,5,0,0,0,"70,08",127,0,29,103
PAC_2020,13,UNIVERSIDAD SANTO TOMAS,Universidades,Universidades Privadas,Universidades Privadas,1988,1750,3738,41,42,41,674,698,395,158,63,,1988,515,537,456,154,88,,,2409,914,415,193,1383,1,2020,33,9,,,,99,3738,171,223,197,9,250,381,922,,285,,492,242,170,396,,,,3659,79,"14,1","15,0","13,1",2437,405,282,614,,2020,2020-13,PAC_2020,13,UNIVERSIDAD SANTO TOMAS,Universidades,Universidades Privadas,Universidades Privadas,"677,6","522,3","1.199,9","42,1","43,3","42,6","166,2","262,9","164,8","62,3","21,4",,"677,6","125,2","163,5","166,4","47,6","19,6",,,"867,9","234,2","97,8","103,0","625,8","0,2","440,4","7,6","1,0",,,,"21,9","1.199,9","47,6","75,7","59,4","3,2","84,2","115,9","317,4",,"85,6",,"151,4","71,7","52,6","135,2",,,,"1.167,5","32,4","223,5","163,2","187,4","625,8",2020,2020,672,672,"
Universidad Santo Tomas",Universidad Santo Tomas,1,13,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,602,8,"0,8","0,47",481,242,295,162,54,4,"0,72",2,"68,27",602,0,236,578
PAC_2020,16,UNIVERSIDAD LA REPUBLICA,Universidades,Universidades Privadas,Universidades Privadas,230,281,511,42,44,43,71,76,46,29,8,,230,60,89,83,34,15,,,369,97,45,18,177,,210,104,2,,,,,511,35,,82,,16,,108,70,35,88,77,,,,,,,501,10,"8,5","9,1","8,1",423,59,1,28,,2020,2020-16,PAC_2020,16,UNIVERSIDAD LA REPUBLICA,Universidades,Universidades Privadas,Universidades Privadas,"47,6","51,6","99,2","44,8","46,5","45,7","11,7","13,0","10,9","8,4","3,5",,"47,6","8,4","14,6","18,0","6,2","4,4",,,"77,1","13,6","8,5","4,0","38,4",,"38,4","17,2","1,2",,,,,"99,2","6,3",,"13,1",,"5,1",,"26,4","8,7","7,9","15,0","16,6",,,,,,,"96,2","3,0","49,0","20,7","0,8","28,7",2020,2020,4278,4278,"
Universidad La Republica",Universidad La Republica,1,16,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,12,0,"0,39","0,68",11,5,4,2,0,0,0,0,75,12,0,2,10
PAC_2020,17,UNIVERSIDAD SEK,Universidades,Universidades Privadas,Universidades Privadas,270,192,462,46,46,46,47,86,68,51,18,,270,28,73,45,30,16,,,283,119,60,60,261,2,82,57,,,,,,462,,,,,,,462,,,,,,,,,,,451,11,"15,3","16,1","14,0",274,91,16,81,,2020,2020-17,PAC_2020,17,UNIVERSIDAD SEK,Universidades,Universidades Privadas,Universidades Privadas,"98,9","61,2","160,1","47,4","47,9","47,6","16,2","27,4","25,8","22,1","7,4",,"98,9","6,8","22,5","16,2","8,5","7,2",,,"107,8","32,5","19,9","30,2","91,8","0,4","22,2","15,6",,,,,,"160,1",,,,,,,"160,1",,,,,,,,,,,"154,1","6,0","33,1","31,0","10,6","85,4",2020,2020,3094,3094,"
UNIVERSIDAD SEK",UNIVERSIDAD SEK,1,17,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,30,1,"1,27","0,6",29,12,20,14,7,0,0,0,"63,33",30,0,11,26
PAC_2020,19,UNIVERSIDAD DE LAS AMERICAS,Universidades,Universidades Privadas,Universidades Privadas,1286,1210,2496,41,43,42,361,528,253,103,41,,1286,295,444,279,146,46,,,1589,648,259,132,1442,,856,56,10,,,,,2496,,,,,,440,1658,,,,398,,,,,,,2443,53,"16,7","18,4","14,8",1373,402,244,477,,2020,2020-19,PAC_2020,19,UNIVERSIDAD DE LAS AMERICAS,Universidades,Universidades Privadas,Universidades Privadas,"539,0","407,1","946,1","41,5","42,3","41,9","125,3","245,8","110,3","42,4","15,2",,"539,0","96,4","163,9","94,1","42,2","10,6",,,"684,2","203,5","58,4","58,0","604,1",,"268,9","13,2","1,9",,,,,"946,1",,,,,,"143,7","668,5",,,,"134,0",,,,,,,"926,9","19,2","168,4","140,4","143,3","494,1",2020,2020,1932,1932,"
Universidad de Las Americas",Universidad de Las Americas,1,19,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,97,0,"0,54","0,31",101,57,35,16,2,0,0,0,"69,07",97,0,36,91
PAC_2020,20,UNIVERSIDAD ANDRES BELLO,Universidades,Universidades Privadas,Universidades Privadas,2062,2530,4592,42,45,44,571,740,449,215,87,,2062,558,868,574,334,196,,,3225,1006,361,669,2241,446,1126,90,20,,,,,4592,,,,,,1144,2741,,,,707,,,,,,,4371,221,"21,2","21,3","21,2",1866,1048,546,1132,,2020,2020-20,PAC_2020,20,UNIVERSIDAD ANDRES BELLO,Universidades,Universidades Privadas,Universidades Privadas,"996,9","1.218,0","2.214,9","43,1","45,1","44,2","227,0","376,3","228,1","120,4","45,1",,"996,9","217,1","450,3","293,7","164,8","92,2",,,"1.735,1","377,3","102,6","470,7","1.056,4","211,4","430,3","37,8","8,4",,,,,"2.214,9",,,,,,"549,0","1.353,0",,,,"312,9",,,,,,,"2.081,4","133,5","257,2","362,3","351,2","1.244,3",2020,2020,151,151,"
Universidad Andres Bello",Universidad Andres Bello,1,20,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,3073,119,"1,11","0,8",1571,1290,1817,1741,374,97,"3,36",17,"58,97",3053,1,1412,2951
PAC_2020,22,UNIVERSIDAD DE VIÑA DEL MAR,Universidades,Universidades Privadas,Universidades Privadas,448,377,825,41,44,42,132,181,101,24,10,,448,88,138,77,44,30,,,555,202,68,59,410,32,300,23,1,,,,,825,,,,,,825,,,,,,,,,,,,790,35,"19,3","20,0","18,3",412,143,56,214,,2020,2020-22,PAC_2020,22,UNIVERSIDAD DE VIÑA DEL MAR,Universidades,Universidades Privadas,Universidades Privadas,"204,1","157,2","361,3","40,8","44,0","42,2","56,3","84,3","50,1","9,5","3,9",,"204,1","36,1","60,9","29,9","19,9","10,3",,,"282,9","61,2","17,2","34,1","199,5","9,3","110,7","7,6","0,2",,,,,"361,3",,,,,,"361,3",,,,,,,,,,,,"345,4","15,8","46,7","55,2","40,5","218,8",2020,2020,2111,2111,"
Universidad de Vina del Mar",Universidad de Vina del Mar,1,22,0,Higher educ.,CHL,Latin America,Valparaíso,78,0,"0,58","0,36",106,34,21,10,3,0,0,0,"69,23",78,0,18,72
PAC_2020,23,UNIVERSIDAD ADOLFO IBAÑEZ,Universidades,Universidades Privadas,Universidades Privadas,246,554,800,42,44,43,46,109,69,19,3,,246,82,232,157,66,17,,,648,115,37,360,319,1,91,27,1,,1,,,800,,,,,,150,650,,,,,,,,,,,702,98,"26,9","25,4","27,5",195,187,60,358,,2020,2020-23,PAC_2020,23,UNIVERSIDAD ADOLFO IBAÑEZ,Universidades,Universidades Privadas,Universidades Privadas,"141,8","346,5","488,3","42,8","44,5","44,0","18,3","68,0","43,8","9,8","1,9",,"141,8","42,0","153,0","101,4","40,5","9,5",,,"435,7","43,3","9,3","299,6","144,0","0,2","31,3","13,0","0,1",,"0,1",,,"488,3",,,,,,"86,2","402,1",,,,,,,,,,,"414,5","73,8","23,3","67,6","39,9","357,5",2020,2020,372,372,"
Universidad Adolfo Ibanez",Universidad Adolfo Ibanez,1,23,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,1218,87,"1,05","0,82",478,713,629,549,190,19,"1,99",8,"51,07",1216,1,410,1114
