Periodo_numero,Código institución_numero,Nombre institución_numero,Tipo institución I_numero,Tipo institución II_numero,Tipo institución III_numero,Total Mujeres_numero,Total Hombres_numero,Total General_numero,Promedio Edad Mujeres,Promedio Edad Hombres,Promedio Edad por institución,Menos de 35_numero,Entre 35 y 44_numero,Entre 45 y 54_numero,Entre 55 64,Entre 65 y mas_numero,Sin información_numero,N° acádemicos por rango de edad - Mujeres,Menos de 35_numero,Entre 35 y 44_numero,Entre 45 y 54_numero,Entre 55 y 64_numero,Entre 65 y más,Sin información_numero,N° académicos por rango de edad - Hombres,En 1 institución_numero,En 2 instituciones_numero,En 3 o más instituciones,Doctor_numero,Magister_numero,Especialidad médica u odontológica,Título Profesional_numero,Licenciatura_numero,Técnico de Nivel Superior_numero,Técnico de Nivel Medio_numero,Licencia de Enseñanza Media_numero,Sin Título ni grado académico,Sin información_numero,N° de académicos por nivel de formación,Región de Arica y Parinacota_numero,Región de Tarapacá,Región de Antofagasta_numero,Región de Atacáma,Región de Coquimbo_numero,Región de Valparaíso_numero,Región Metropolitana_numero,Región de O'Higgins_numero,Región del Maule_numero,Región del Ñuble_numero,Región del Bíobío,Región de la Araucanía_numero,Región de los Ríos_numero,Región de los Lagos_numero,Región de Aysén_numero,Región de Magallanes y la Antártica,Sin información_numero,Chileno_numero,Extranjero_numero,Promedio general de la institución,Promedio de la institución Mujeres ,Promedio de la institución Hombres,Menos de 11_numero,Entre 11 y menos de 23_numero,Entre 23 y menos de 39_numero,Entre 39 y más_numero,Sin información_numero,anho_numero,id,Periodo_jce,Código institución_jce,Nombre institución_jce,Tipo institución I_jce,Tipo institución II_jce,Tipo institución III_jce,Total Mujeres_jce,Total Hombres_jce,Total General_jce,Promedio de Edad Mujer,Promedio de Edad Hombre,Promedio de Edad por Institución,Menos de 35_jce,Entre 35 y 44_jce,Entre 45 y 54_jce,Entre 55 y 64_jce,Entre 65 y mas_jce,Sin información_jce,N° JCE por rango edad mujer,Menos de 35_jce,Entre 35 y 44_jce,Entre 45 y 54_jce,Entre 55 y 64_jce,Entre 65 y mas_jce,Sin información_jce,N° JCE por rango edad hombre,En 1 institución_jce,En 2 instituciones_jce,En 3 o mas instituciones,Doctor_jce,Magister_jce,Esp. Med./Odontológica,Título Profesional_jce,Licenciatura_jce,Técnico de Nivel Superior_jce,Técnico de Nivel Medio_jce,Licencia de Enseñanza Media_jce,Sin Título ni Grado,Sin información_jce,N° de JCE por nivel de formación,Región de Arica y Parinacota_jce,Región  de Tarapacá,Región de Antofagasta_jce,Región de Atacama,Región de Coquimbo_jce,Región de Valparaíso_jce,Región Metropolitana_jce,Región de O'Higgins_jce,Región del Maule_jce,Región del Ñuble_jce,Región del Biobío,Región de la Araucanía_jce,Región de los Ríos_jce,Región de los Lagos_jce,Región de Aysén_jce,Región de Magallanes y la Artártica,Sin información_jce,Chileno_jce,Extranjero_jce,Menos de 11_jce,Entre 11 y menos de 23_jce,Entre 23 y menos de 39_jce,Entre 39 y más_jce,anho_jce,Año,Corr,RK,Institution,int_rec,universidad,cod_inst,*Level*,*Sector*,*Country*,*World Region*,*Region*,*Output*,*Excellence with Leadership*,*Normalized Impact*,*Normalized Impact Leadership*,*Scientific Talent Pool*,*Scientific Leadership*,*International Collaboration*,*High Quality Publications*,*Excellence*,*Innovative Knowledge*,*Technological Impact*,*Patents*,*Open Access*,*Not Own Journals*,*Own Journals*,*PlumX*,*Mendeley*
PAC_2018,71,UNIVERSIDAD DE SANTIAGO DE CHILE,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,919,1877,2796,46,50,48,194,296,174,175,80,,919,351,450,322,386,368,,,2143,501,152,644,739,238,1023,143,8,,,1,,2796,,,,,,,2796,,,,,,,,,,,2677,119,"18,3","17,1","18,9",1244,834,65,653,,2018,2018-71,PAC_2018,71,UNIVERSIDAD DE SANTIAGO DE CHILE,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"356,9","804,6","1.161,5","48,4","52,6","51,4","38,4","118,3","79,8","81,4","39,1",,"356,9","90,6","189,2","138,4","187,9","198,6",,,"952,6","167,7","41,2","486,6","283,3","83,7","273,9","32,3","1,6",,,"0,2",,"1.161,5",,,,,,,"1.161,5",,,,,,,,,,,"1.089,8","71,8","158,9","287,7","45,4","669,5",2018,2018,144,144,"
Universidad de Santiago de Chile",Universidad de Santiago de Chile,1,71,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,2836,110,"0,85","0,7",1838,1672,1386,1142,257,125,"4,8",121,"44,92",2836,0,574,2658
PAC_2018,72,UNIVERSIDAD DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,763,1061,1824,44,49,47,191,230,175,124,43,,763,169,292,231,210,159,,,1458,272,94,334,594,229,602,39,5,,,21,,1824,,,,,,1763,61,,,,,,,,,,,1757,67,"21,4","21,4","21,4",604,588,68,564,,2018,2018-72,PAC_2018,72,UNIVERSIDAD DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"370,3","516,3","886,7","46,4","50,4","48,7","57,4","118,7","99,8","74,3","20,1",,"370,3","47,3","155,7","121,8","103,8","87,7",,,"747,6","111,4","27,6","265,5","336,2","66,4","204,1","10,7","1,5",,,"2,2",,"886,7",,,,,,"856,6","30,1",,,,,,,,,,,"844,6","42,1","67,6","206,6","49,1","563,3",2018,2018,221,221,"
Universidad de Valparaiso",Universidad de Valparaiso,1,72,0,Higher educ.,CHL,Latin America,Valparaíso,1866,53,"0,97","0,6",1230,923,1092,871,213,44,"2,5",6,"65,01",1835,1,649,1767
PAC_2018,73,UNIVERSIDAD DE ANTOFAGASTA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,294,406,700,45,50,48,63,95,59,59,18,,294,70,93,78,80,85,,,631,61,8,157,173,42,328,,,,,,,700,,,700,,,,,,,,,,,,,,,669,31,"27,2","25,1","28,7",208,125,34,333,,2018,2018-73,PAC_2018,73,UNIVERSIDAD DE ANTOFAGASTA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"167,5","264,6","432,0","47,5","53,6","51,2","22,3","50,7","41,4","42,8","10,4",,"167,5","28,3","54,1","46,9","61,4","73,9",,,"404,8","24,6","2,6","149,8","140,2","16,1","125,9",,,,,,,"432,0",,,"432,0",,,,,,,,,,,,,,,"405,6","26,5","24,3","50,9","22,6","334,2",2018,2018,500,500,"
Universidad de Antofagasta",Universidad de Antofagasta,1,73,0,Higher educ.,CHL,Latin America,Antofagasta,754,31,"0,93","0,74",403,377,463,374,97,18,"2,42",10,"53,71",754,0,232,719
PAC_2018,74,UNIVERSIDAD DE LA SERENA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,252,466,718,46,48,47,52,72,61,43,24,,252,98,117,101,84,66,,,606,79,33,130,139,35,360,50,1,2,,1,,718,,,,,718,,,,,,,,,,,,,699,19,"22,1","20,1","23,2",244,210,51,213,,2018,2018-74,PAC_2018,74,UNIVERSIDAD DE LA SERENA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"115,4","245,5","360,9","50,2","51,3","50,9","11,8","30,2","29,3","28,6","15,5",,"115,4","29,0","57,8","54,7","54,0","50,1",,,"323,0","26,3","11,7","117,2","86,5","8,4","129,0","18,3","0,1","0,4",,"1,0",,"360,9",,,,,"360,9",,,,,,,,,,,,,"345,0","16,0","31,9","77,4","36,0","215,7",2018,2018,601,601,"
Universidad de La Serena",Universidad de La Serena,1,74,0,Higher educ.,CHL,Latin America,Coquimbo,607,25,"1,05","0,84",310,303,341,319,74,5,"0,84",2,"57,66",607,0,166,587
PAC_2018,75,UNIVERSIDAD DEL BIO-BIO,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,192,442,634,50,53,52,13,43,75,41,20,,192,34,90,114,115,89,,,549,64,21,254,258,,117,3,2,,,,,634,,,,,,,,,,,634,,,,,,,603,31,"34,8","35,0","34,8",103,72,,459,,2018,2018-75,PAC_2018,75,UNIVERSIDAD DEL BIO-BIO,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"152,8","349,3","502,1","50,5","53,0","52,3","8,8","34,3","58,8","33,6","17,2",,"152,8","24,8","74,3","93,4","89,8","67,0",,,"446,9","40,9","14,3","246,6","195,3",,"57,7","2,4","0,1",,,,,"502,1",,,,,,,,,,,"502,1",,,,,,,"472,6","29,5","13,4","29,7",,"459,0",2018,2018,398,398,"
Universidad del Bio-Bio",Universidad del Bio-Bio,1,75,0,Higher educ.,CHL,Latin America,Biobío,994,30,"0,78","0,68",652,570,496,341,73,17,"1,79",12,"48,19",992,1,173,900
PAC_2018,76,UNIVERSIDAD DE LA FRONTERA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,234,401,635,51,54,53,21,46,75,64,28,,234,23,74,104,102,98,,,600,31,4,250,131,136,118,,,,,,,635,,,,,,,,,,,,635,,,,,,610,25,"29,5","31,6","28,3",73,225,16,321,,2018,2018-76,PAC_2018,76,UNIVERSIDAD DE LA FRONTERA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"168,0","257,8","425,8","51,3","53,6","52,7","15,8","32,6","52,8","44,6","22,1",,"168,0","18,5","52,0","66,1","62,5","58,7",,,"406,5","17,2","2,1","216,5","98,6","36,3","74,4",,,,,,,"425,8",,,,,,,,,,,,"425,8",,,,,,"404,9","20,9","8,8","85,0","11,0","321,0",2018,2018,203,203,"
Universidad de la Frontera",Universidad de la Frontera,1,76,0,Higher educ.,CHL,Latin America,La Araucanía,2027,72,"1,03","0,64",1351,1233,1015,635,207,82,"4,32",12,"59,79",1761,1,551,1941
PAC_2018,77,UNIVERSIDAD DE MAGALLANES,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,99,126,225,49,54,51,9,31,29,23,7,,99,8,28,31,30,29,,,225,,,79,68,,71,6,,,,1,,225,,,,,,,,,,,,,,,1,224,,215,10,"41,5","41,2","41,6",1,22,2,200,,2018,2018-77,PAC_2018,77,UNIVERSIDAD DE MAGALLANES,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"92,8","119,3","212,0","48,8","53,8","51,6","7,5","29,0","29,0","20,3","7,0",,"92,8","6,5","27,0","29,0","28,3","28,5",,,"212,0",,,"76,5","66,0",,"64,0","4,5",,,,"1,0",,"212,0",,,,,,,,,,,,,,,"1,0","211,0",,"202,0","10,0","0,0","10,5","1,5","200,0",2018,2018,807,807,"
Universidad de Magallanes",Universidad de Magallanes,1,77,0,Higher educ.,CHL,Latin America,Magallanes y Antártica Chilena,402,12,1,"0,71",212,178,286,191,40,7,"1,86",0,"55,97",364,1,145,387
PAC_2018,78,UNIVERSIDAD DE TALCA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,262,459,721,44,46,45,47,96,68,44,7,,262,66,169,117,79,28,,,625,75,21,288,351,57,25,,,,,,,721,,,,,,,58,3,660,,,,,,,,,655,66,"32,2","30,7","33,0",118,124,60,419,,2018,2018-78,PAC_2018,78,UNIVERSIDAD DE TALCA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"182,8","344,1","527,0","44,5","45,9","45,4","32,1","66,3","51,2","28,8","4,5",,"182,8","51,4","126,5","85,1","64,3","16,9",,,"487,0","35,1","4,8","257,2","227,0","24,6","18,2",,,,,,,"527,0",,,,,,,"24,7","1,3","501,0",,,,,,,,,"469,5","57,4","15,3","50,0","43,1","418,6",2018,2018,239,239,"
Universidad de Talca ",Universidad de Talca,1,78,0,Higher educ.,CHL,Latin America,Maule,1685,86,"0,95","0,84",899,1022,839,653,175,53,"3,42",17,"52,52",1606,4,376,1605
PAC_2018,79,UNIVERSIDAD DE ATACAMA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,135,198,333,42,47,45,40,46,35,9,5,,135,43,53,42,35,25,,,326,6,1,74,79,,160,16,4,,,,,333,,,,333,,,,,,,,,,,,,,307,26,"43,8","43,7","43,9",,4,1,328,,2018,2018-79,PAC_2018,79,UNIVERSIDAD DE ATACAMA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"134,1","197,6","331,7","41,3","46,9","44,6","40,5","45,5","35,0","9,0","4,0",,"134,1","42,7","53,0","42,0","34,8","25,1",,,"324,7","6,0","1,0","74,0","78,8",,"158,9","16,0","4,0",,,,,"331,7",,,,"331,7",,,,,,,,,,,,,,"305,7","26,0",,"2,0","0,5","329,1",2018,2018,1352,1352,"
Universidad de Atacama",Universidad de Atacama,1,79,0,Higher educ.,CHL,Latin America,Atacama,175,3,"0,79","0,62",95,80,108,65,10,5,"2,89",0,"53,14",175,0,36,168
PAC_2018,80,UNIVERSIDAD DE TARAPACA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,171,265,436,51,54,52,19,46,38,38,30,,171,28,51,54,64,68,,,419,15,2,133,236,5,62,,,,,,,436,392,44,,,,,,,,,,,,,,,,418,18,"36,1","35,3","36,6",50,50,17,319,,2018,2018-80,PAC_2018,80,UNIVERSIDAD DE TARAPACA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"137,4","220,6","358,0","51,6","54,8","53,6","10,3","38,4","30,6","31,8","26,2",,"137,4","18,5","38,9","47,7","52,7","62,9",,,"352,0","5,6","0,4","130,2","181,6","2,9","43,2",,,,,,,"358,0","317,0","41,0",,,,,,,,,,,,,,,,"342,3","15,7","6,6","21,3","11,4","318,7",2018,2018,390,390,"
Universidad de Tarapaca",Universidad de Tarapaca,1,80,0,Higher educ.,CHL,Latin America,Arica y Parinacota,1019,39,"0,79","0,62",507,604,574,351,95,16,"1,66",2,"55,84",872,4,231,936
PAC_2018,81,UNIVERSIDAD ARTURO PRAT,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,353,564,917,42,46,44,111,109,73,51,9,,353,128,159,119,112,46,,,823,65,29,87,259,,537,13,18,,,3,,917,53,557,86,,1,,81,,,,,139,,,,,,906,11,"23,5","24,1","23,2",330,217,59,311,,2018,2018-81,PAC_2018,81,UNIVERSIDAD ARTURO PRAT,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"193,3","297,3","490,6","44,0","47,9","46,4","48,7","57,9","45,2","37,1","4,4",,"193,3","56,7","73,3","62,3","77,6","27,4",,,"453,7","29,1","7,7","81,2","184,5",,"218,3","3,3","2,6",,,"0,6",,"490,6","19,5","344,7","37,3",,"0,3",,"35,4",,,,,"53,4",,,,,,"484,2","6,4","42,6","78,6","39,8","329,5",2018,2018,933,933,"
Universidad Arturo Prat ",Universidad Arturo Prat,1,81,0,Higher educ.,CHL,Latin America,Tarapacá,333,12,"0,78","0,59",231,190,168,122,32,8,"2,54",2,"56,76",333,0,64,303
PAC_2018,82,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,233,243,476,52,50,51,26,46,59,62,40,,233,27,71,52,46,47,,,345,104,27,98,213,1,139,22,,1,,2,,476,,,,,,,476,,,,,,,,,,,473,3,"28,9","28,3","29,6",81,159,7,229,,2018,2018-82,PAC_2018,82,UNIVERSIDAD METROPOLITANA DE CIENCIAS DE LA EDUCACION,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"149,7","163,5","313,2","54,2","52,5","53,3","9,3","24,2","39,2","47,5","29,5",,"149,7","9,3","46,2","35,3","34,6","38,1",,,"241,4","62,2","9,6","77,7","148,0","0,5","71,5","14,6",,"0,2",,"0,6",,"313,2",,,,,,,"313,2",,,,,,,,,,,"312,3","0,9","11,4","68,2","4,6","229,1",2018,2018,1343,1343,"
Universidad Metropolitana de Ciencias de la Educacion",Universidad Metropolitana de Ciencias de la Educacion,1,82,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,178,2,"0,6","0,41",111,98,57,41,11,5,"3,11",0,"48,31",178,0,32,151
PAC_2018,83,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,276,353,629,49,52,51,29,81,78,43,45,,276,34,81,66,98,74,,,445,144,40,154,290,21,161,,2,,,1,,629,,,,,,629,,,,,,,,,,,,618,11,"27,8","27,7","27,8",109,212,18,289,1,2018,2018-83,PAC_2018,83,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"174,0","223,1","397,1","51,5","53,8","52,8","10,5","46,9","49,5","33,0","34,0",,"174,0","14,4","48,1","43,2","65,3","52,2",,,"303,2","76,8","17,1","122,7","191,1","11,2","71,4",,"0,3",,,"0,4",,"397,1",,,,,,"397,1",,,,,,,,,,,,"388,2","8,9","11,9","83,4","12,7","289,1",2018,2018,852,852,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,UNIVERSIDAD DE PLAYA ANCHA DE CIENCIAS DE LA EDUCACION,1,83,0,Higher educ.,CHL,Latin America,Valparaíso,378,6,"0,67","0,41",177,173,155,64,32,1,"0,3",0,"53,97",378,0,86,346
PAC_2018,84,UNIVERSIDAD DE LOS LAGOS,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,381,547,928,42,45,44,118,114,101,41,7,,381,122,161,131,99,34,,,795,94,39,118,275,2,491,13,18,1,,10,,928,,,,,,,79,,,,,,,849,,,,902,26,"21,8","22,3","21,4",425,128,50,325,,2018,2018-84,PAC_2018,84,UNIVERSIDAD DE LOS LAGOS,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"193,5","265,5","458,9","43,0","47,5","45,6","47,2","60,3","57,4","24,0","4,6",,"193,5","42,6","70,8","68,9","60,4","22,9",,,"416,3","32,4","10,3","108,8","186,8","0,3","151,4","5,9","4,3","0,2",,"1,3",,"458,9",,,,,,,"28,0",,,,,,,"431,0",,,,"441,0","17,9","52,3","47,5","32,9","326,3",2018,2018,784,784,"
Universidad de Los Lagos",Universidad de Los Lagos,1,84,0,Higher educ.,CHL,Latin America,Los Lagos,415,10,"0,89","0,53",272,220,186,126,44,5,"1,3",2,"48,67",404,1,128,384
PAC_2018,85,UNIVERSIDAD TECNOLOGICA METROPOLITANA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,248,541,789,50,52,51,25,57,69,67,30,,248,64,132,100,151,94,,,514,181,94,105,308,,354,21,,,,1,,789,,,,,,,789,,,,,,,,,,,771,18,"18,9","19,0","18,8",335,228,29,197,,2018,2018-85,PAC_2018,85,UNIVERSIDAD TECNOLOGICA METROPOLITANA,Universidades,Universidades CRUCH,Universidades Estatales CRUCH,"107,3","231,8","339,0","52,9","54,8","54,2","6,4","19,9","29,7","33,0","18,3",,"107,3","16,2","42,8","38,5","83,8","50,6",,,"244,9","64,7","29,4","62,0","148,5",,"121,4","6,9",,,,"0,3",,"339,0",,,,,,,"339,0",,,,,,,,,,,"333,2","5,8","45,5","78,5","18,0","197,0",2018,2018,1797,1797,"
Universidad Tecnologica Metropolitana",Universidad Tecnologica Metropolitana,1,85,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,99,1,"0,72","0,45",89,48,41,44,7,6,"6,45",1,"36,36",99,0,15,92
PAC_2018,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,1393,2087,3480,44,47,46,295,509,322,200,67,,1393,316,702,538,350,181,,,3030,379,71,1280,978,551,414,253,,1,,3,,3480,,,,,,,3437,,,,,43,,,,,,3215,265,"28,4","27,9","28,7",577,1045,286,1572,,2018,2018-86,PAC_2018,86,PONTIFICIA UNIVERSIDAD CATOLICA DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"883,1","1.359,8","2.242,8","44,7","47,2","46,2","146,2","336,8","223,3","140,9","35,9",,"883,1","141,6","490,6","371,3","267,7","88,6",,,"2.067,7","150,8","24,3","1.059,7","499,2","411,8","172,5","98,5",,"0,4",,"0,8",,"2.242,8",,,,,,,"2.207,1",,,,,"35,8",,,,,,"2.031,0","211,8","77,1","388,6","205,7","1.571,4",2018,2018,34,34,"
Pontificia Universidad Catolica de Chile ",Pontificia Universidad Catolica de Chile,1,86,0,Higher educ.,CHL,Latin America,Metropolitana de Santiago,11248,586,"1,32","0,81",7492,6253,6277,5794,1837,379,"3,64",144,"58,8",10705,19,3882,10537
PAC_2018,87,UNIVERSIDAD DE CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,709,1104,1813,48,52,50,76,240,205,126,62,,709,85,279,283,245,212,,,1673,112,28,823,503,220,256,11,,,,,,1813,,,,,,,,,,,1813,,,,,,,1695,118,"35,6","35,2","35,7",33,453,173,1154,,2018,2018-87,PAC_2018,87,UNIVERSIDAD DE CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"568,0","896,8","1.464,8","47,7","51,3","49,9","58,3","188,1","176,0","101,6","43,9",,"568,0","67,2","245,3","235,9","200,3","148,2",,,"1.383,8","65,7","15,3","771,0","401,7","97,6","184,5","10,0",,,,,,"1.464,8",,,,,,,,,,,"1.464,8",,,,,,,"1.355,0","109,8","5,3","178,3","127,5","1.153,7",2018,2018,69,69,"
Universidad de Concepcion ",Universidad de Concepcion,1,87,0,Higher educ.,CHL,Latin America,Biobío,5452,210,"0,96","0,75",3680,3063,3082,2613,564,137,"2,61",118,"50,7",5213,8,1417,5129
PAC_2018,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,310,1110,1420,44,47,46,75,114,54,47,20,,310,275,300,199,163,173,,,1107,220,93,330,412,,569,70,35,1,,3,,1420,,,,,,868,365,,,,187,,,,,,,1345,75,"21,6","18,7","22,4",636,280,28,476,,2018,2018-88,PAC_2018,88,UNIVERSIDAD TECNICA FEDERICO SANTA MARIA,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"131,6","565,9","697,5","44,3","47,6","47,0","20,7","61,8","20,7","19,4","9,0",,"131,6","97,4","178,3","120,2","85,7","84,3",,,"598,0","75,9","23,6","269,0","181,5",,"211,0","21,1","14,4","0,1",,"0,4",,"697,5",,,,,,"466,0","151,0",,,,"80,5",,,,,,,"642,5","55,0","71,9","109,7","17,5","498,3",2018,2018,141,141,"
Universidad Tecnica Federico Santa Maria ",Universidad Tecnica Federico Santa Maria,1,88,0,Higher educ.,CHL,Latin America,Valparaíso,2870,146,"1,85","1,21",1051,1267,2052,1420,679,117,"4,16",33,"52,06",2870,0,768,2708
PAC_2018,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,535,876,1411,43,46,45,148,166,116,71,34,,535,216,246,191,118,105,,,1097,230,84,503,443,2,410,51,2,,,,,1411,,,,,,1411,,,,,,,,,,,,1336,75,"20,6","19,3","21,4",708,161,20,522,,2018,2018-89,PAC_2018,89,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"234,5","425,4","659,9","45,7","46,5","46,2","29,8","87,5","63,2","47,1","6,9",,"234,5","57,8","147,0","124,9","68,7","27,0",,,"558,5","79,8","21,6","417,2","142,9","0,4","89,2","10,0","0,1",,,,,"659,9",,,,,,"659,9",,,,,,,,,,,,"603,8","56,1","69,7","56,3","11,8","522,0",2018,2018,159,159,"
Pontificia Universidad Catolica de Valparaiso ",Pontificia Universidad Catolica de Valparaiso,1,89,0,Higher educ.,CHL,Latin America,Valparaíso,2583,117,"0,83","0,72",1478,1566,1334,811,243,64,"2,69",14,"51,53",2460,6,618,2385
PAC_2018,90,UNIVERSIDAD AUSTRAL DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,523,728,1251,43,46,44,107,217,123,66,10,,523,112,266,177,128,45,,,1176,54,21,432,337,176,283,23,,,,,,1251,,,,,,,,,,,,,988,227,36,,,1178,73,"32,3","31,4","32,9",174,251,78,748,,2018,2018-90,PAC_2018,90,UNIVERSIDAD AUSTRAL DE CHILE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"373,8","544,5","918,2","42,7","46,6","45,0","72,4","159,5","94,0","40,5","7,3",,"373,8","67,7","200,6","137,7","105,0","33,5",,,"883,5","24,1","10,6","410,7","260,4","59,2","175,6","12,3",,,,,,"918,2",,,,,,,,,,,,,"756,6","142,7","19,0",,,"853,2","65,0","26,5","88,5","55,6","747,6",2018,2018,166,166,"
Universidad Austral de Chile ",Universidad Austral de Chile,1,90,0,Higher educ.,CHL,Latin America,Los Ríos,2491,114,1,"0,79",1890,1447,1397,1154,284,68,"2,87",7,"53,55",2303,7,846,2346
PAC_2018,91,UNIVERSIDAD CATOLICA DEL NORTE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,450,704,1154,41,46,44,159,122,107,48,14,,450,176,182,159,117,70,,,1008,113,33,237,236,61,511,109,,,,,,1154,,,675,,479,,,,,,,,,,,,,1077,77,"24,2","22,7","25,2",387,247,70,450,,2018,2018-91,PAC_2018,91,UNIVERSIDAD CATOLICA DEL NORTE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"232,1","403,4","635,5","43,2","47,4","45,8","59,7","71,8","60,9","31,8","7,9",,"232,1","75,8","104,8","103,1","76,1","43,6",,,"578,6","48,8","8,1","218,4","166,8","23,9","185,8","40,6",,,,,,"635,5",,,"380,2",,"255,4",,,,,,,,,,,,,"579,7","55,8","47,6","91,4","45,6","451,0",2018,2018,248,248,"
Universidad Catolica del Norte",Universidad Catolica del Norte,1,91,0,Higher educ.,CHL,Latin America,Antofagasta,1617,59,"0,92","0,83",894,804,950,744,148,20,"1,32",9,"52,94",1575,2,460,1532
PAC_2018,92,UNIVERSIDAD CATOLICA DEL MAULE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,451,442,893,42,45,44,139,130,105,61,16,,451,95,137,104,76,30,,,769,101,23,163,211,79,406,34,,,,,,893,,,,,,,,,893,,,,,,,,,837,56,"20,3","18,4","22,1",415,156,27,295,,2018,2018-92,PAC_2018,92,UNIVERSIDAD CATOLICA DEL MAULE,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"188,8","222,4","411,2","43,9","45,9","45,0","45,8","54,7","53,9","29,7","4,8",,"188,8","28,1","75,1","68,2","44,1","7,0",,,"381,8","24,6","4,8","146,6","147,1","28,9","84,1","4,4",,,,,,"411,2",,,,,,,,,"411,2",,,,,,,,,"383,4","27,9","39,9","56,3","20,0","295,0",2018,2018,793,793,"
Universidad Catolica del Maule",Universidad Catolica del Maule,1,92,0,Higher educ.,CHL,Latin America,Maule,409,13,"0,67","0,53",326,234,177,85,31,4,"1,07",5,"61,37",409,0,97,377
PAC_2018,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,485,727,1212,43,44,44,127,143,141,58,16,,485,164,233,188,106,36,,,924,197,91,177,389,86,496,53,10,,,1,,1212,,,,,,,,,,,1212,,,,,,,1169,43,"18,2","18,4","18,0",615,253,44,300,,2018,2018-93,PAC_2018,93,UNIVERSIDAD CATOLICA DE LA SANTISIMA CONCEPCION,Universidades,Universidades CRUCH,Universidades Privadas CRUCH,"203,3","297,3","500,5","45,3","46,2","45,8","35,3","59,1","72,0","29,5","7,4",,"203,3","39,1","104,1","88,7","50,1","15,3",,,"421,1","58,0","21,4","149,7","174,5","28,9","127,9","16,5","2,0",,,"1,0",,"500,5",,,,,,,,,,,"500,5",,,,,,,"476,8","23,7","75,7","88,8","30,3","305,7",2018,2018,751,751,"
Universidad Catolica de la Santisima Concepcion",Universidad Catolica de la Santisima Concepcion,1,93,0,Higher educ.,CHL,Latin America,Biobío,447,13,"0,79","0,66",306,240,201,150,37,6,"1,49",2,"45,19",447,0,85,413
